archived_url,article_url,id,language,media_name,media_url,publish_date,title,url,category
https://web.archive.org/web/20230304092237/https://www.razon.com.mx/ciudad/cdmx-que-significa-nivel-11-radiacion-altas-temperaturas-519771,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/bXgsY29tLHJhem9uKS9jaXVkYWQvY2RteC1xdWUtc2lnbmlmaWNhLW5pdmVsLTExLXJhZGlhY2lvbi1hbHRhcy10ZW1wZXJhdHVyYXMtNTE5Nzcx,20230304092237,es,razon.com.mx,http://razon.com.mx,2023-03-03 00:00:00,CDMX. ¿Qué significa haber llegado al nivel 11 de radiación?,https://www.razon.com.mx/ciudad/cdmx-que-significa-nivel-11-radiacion-altas-temperaturas-519771,salud
https://web.archive.org/web/20230303063523/https://www.milenio.com/politica/comunidad/desabasto-metadona-mata-adictos-heroina-fentanilo,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLG1pbGVuaW8pL3BvbGl0aWNhL2NvbXVuaWRhZC9kZXNhYmFzdG8tbWV0YWRvbmEtbWF0YS1hZGljdG9zLWhlcm9pbmEtZmVudGFuaWxv,20230303063523,es,milenio.com,http://milenio.com,2023-03-02 00:00:00,Desabasto de metadona mata a los adictos a la heroína y al fentanilo,https://www.milenio.com/politica/comunidad/desabasto-metadona-mata-adictos-heroina-fentanilo,salud
https://web.archive.org/web/20230303072420/https://www.elfinanciero.com.mx/mercados/2023/03/02/bolsas-de-asia-suben-con-cautela-tras-comentarios-hawkish-de-funcionarios-de-la-fed/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/bXgsY29tLGVsZmluYW5jaWVybykvbWVyY2Fkb3MvMjAyMy8wMy8wMi9ib2xzYXMtZGUtYXNpYS1zdWJlbi1jb24tY2F1dGVsYS10cmFzLWNvbWVudGFyaW9zLWhhd2tpc2gtZGUtZnVuY2lvbmFyaW9zLWRlLWxhLWZlZA~~,20230303072420,es,elfinanciero.com.mx,http://elfinanciero.com.mx,2023-03-02 00:00:00,Bolsas de Asia suben con cautela tras comentarios ‘hawkish’ de funcionarios de la Fed,https://www.elfinanciero.com.mx/mercados/2023/03/02/bolsas-de-asia-suben-con-cautela-tras-comentarios-hawkish-de-funcionarios-de-la-fed/,tecnologia
https://web.archive.org/web/20230307083702/https://www.milenio.com/internacional/onu-ritmo-actual-necesitaran-300-anos-igualdad-genero,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLG1pbGVuaW8pL2ludGVybmFjaW9uYWwvb251LXJpdG1vLWFjdHVhbC1uZWNlc2l0YXJhbi0zMDAtYW5vcy1pZ3VhbGRhZC1nZW5lcm8~,20230307083702,es,milenio.com,http://milenio.com,2023-03-06 00:00:00,"ONU: al ritmo actual, se necesitarán 300 años para igualdad de género",https://www.milenio.com/internacional/onu-ritmo-actual-necesitaran-300-anos-igualdad-genero,tecnologia
https://web.archive.org/web/20230307062741/https://www.elfinanciero.com.mx/opinion/de-jefes/2023/03/06/blindan-al-aifa-vs-sabotaje/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/bXgsY29tLGVsZmluYW5jaWVybykvb3Bpbmlvbi9kZS1qZWZlcy8yMDIzLzAzLzA2L2JsaW5kYW4tYWwtYWlmYS12cy1zYWJvdGFqZQ~~,20230307062741,es,elfinanciero.com.mx,http://elfinanciero.com.mx,2023-03-06 00:00:00,Blindan al AIFA vs. sabotaje – El Financiero,https://www.elfinanciero.com.mx/opinion/de-jefes/2023/03/06/blindan-al-aifa-vs-sabotaje/,tecnologia
https://web.archive.org/web/20230304095615/https://www.milenio.com/estados/evelyn-salgado-entrega-equipos-computo-guerrero,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLG1pbGVuaW8pL2VzdGFkb3MvZXZlbHluLXNhbGdhZG8tZW50cmVnYS1lcXVpcG9zLWNvbXB1dG8tZ3VlcnJlcm8~,20230304095615,es,milenio.com,http://milenio.com,2023-03-03 00:00:00,Evelyn Salgado entrega cien equipos de cómputo en Guerrero,https://www.milenio.com/estados/evelyn-salgado-entrega-equipos-computo-guerrero,tecnologia
https://web.archive.org/web/20230302090307/https://www.elfinanciero.com.mx/nacional/2023/03/01/beca-conacyt-2023-para-estudiar-posgrado-en-el-extranjero-estos-son-los-requisitos/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/bXgsY29tLGVsZmluYW5jaWVybykvbmFjaW9uYWwvMjAyMy8wMy8wMS9iZWNhLWNvbmFjeXQtMjAyMy1wYXJhLWVzdHVkaWFyLXBvc2dyYWRvLWVuLWVsLWV4dHJhbmplcm8tZXN0b3Mtc29uLWxvcy1yZXF1aXNpdG9z,20230302090307,es,elfinanciero.com.mx,http://elfinanciero.com.mx,2023-03-01 00:00:00,Beca Conacyt 2023 para estudiar posgrado en el extranjero: Estos son los requisitos,https://www.elfinanciero.com.mx/nacional/2023/03/01/beca-conacyt-2023-para-estudiar-posgrado-en-el-extranjero-estos-son-los-requisitos/,tecnologia
https://web.archive.org/web/20230307065816/https://www.milenio.com/negocios/nearshoring-pura-ilusion-sin-inversiones-publicas,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLG1pbGVuaW8pL25lZ29jaW9zL25lYXJzaG9yaW5nLXB1cmEtaWx1c2lvbi1zaW4taW52ZXJzaW9uZXMtcHVibGljYXM~,20230307065816,es,milenio.com,http://milenio.com,2023-03-06 00:00:00,"Nearshoring, pura ilusión sin inversiones públicas",https://www.milenio.com/negocios/nearshoring-pura-ilusion-sin-inversiones-publicas,tecnologia
https://web.archive.org/web/20230309092407/https://www.razon.com.mx/mexico/sector-pecuario-fuente-empleos-crecimiento-economico-combate-desnutricion-agricultura-520375,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/bXgsY29tLHJhem9uKS9tZXhpY28vc2VjdG9yLXBlY3VhcmlvLWZ1ZW50ZS1lbXBsZW9zLWNyZWNpbWllbnRvLWVjb25vbWljby1jb21iYXRlLWRlc251dHJpY2lvbi1hZ3JpY3VsdHVyYS01MjAzNzU~,20230309092407,es,razon.com.mx,http://razon.com.mx,2023-03-08 00:00:00,"Sector pecuario, fuente de empleos, crecimiento económico y combate a la desnutrición: Agricultura",https://www.razon.com.mx/mexico/sector-pecuario-fuente-empleos-crecimiento-economico-combate-desnutricion-agricultura-520375,tecnologia
https://web.archive.org/web/20230307104101/https://www.24-horas.mx/2023/03/06/alistan-feria-nacional-del-empleo-para-mujeres-en-la-ciudad-de-mexico/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/bXgsMjQtaG9yYXMpLzIwMjMvMDMvMDYvYWxpc3Rhbi1mZXJpYS1uYWNpb25hbC1kZWwtZW1wbGVvLXBhcmEtbXVqZXJlcy1lbi1sYS1jaXVkYWQtZGUtbWV4aWNv,20230307104101,es,24-horas.mx,http://24-horas.mx,2023-03-06 00:00:00,Alistan Feria Nacional del Empleo para Mujeres en la Ciudad de México,https://www.24-horas.mx/2023/03/06/alistan-feria-nacional-del-empleo-para-mujeres-en-la-ciudad-de-mexico/,tecnologia
