url,index,resolved,status,datetime_utc,error,filename,mimetype,encoding
https://www.milenio.com/politica/mexico-eu-canada-firman-alianza-desigualdad,21,,200,2023-04-02T15:25:23.532976,,b704296b4de23a50dcb1d0db163e6847.html,text/html,utf-8
https://www.milenio.com/politica/maria-elena-rios-liberan-a-presunto-agresor-de-saxofonista,32,,200,2023-04-02T15:25:24.222684,,499242194d1751d9590bffaa4db2da01.html,text/html,utf-8
https://businessinsider.mx/superricos-europeos-viajes-aviones-privados-2022_lifestyle/,93,,200,2023-04-02T15:25:24.291785,,9a933080e75531e9b05da507a1e049bd.html,text/html,utf-8
https://unamglobal.unam.mx/sor-juana-ines-de-la-cruz-adelantada-a-su-epoca/,57,,200,2023-04-02T15:25:24.795341,,8b08ae974159f4b1b72cda753c321503.html,text/html,utf-8
https://www.milenio.com/negocios/elon-musk-dice-que-mexico-rifa-y-abre-vacantes-de-trabajo-para-tesla,35,,200,2023-04-02T15:25:24.868571,,2c59299652e4f63d9f47271d964ca56e.html,text/html,utf-8
https://www.milenio.com/politica/comunidad/alcalde-panista-afirma-morelia-listo-recibir-tesla,44,,200,2023-04-02T15:25:25.799467,,5e84e2184f998683978aa6c749dc82e2.html,text/html,utf-8
https://unamglobal.unam.mx/las-hongueras-y-sus-saberes/,58,,200,2023-04-02T15:25:26.352964,,d8cf930c42439417a044e20daac826de.html,text/html,utf-8
https://www.milenio.com/politica/comunidad/video-metro-cdmx-linea-3-operando-puertas-abiertas,15,,200,2023-04-02T15:25:26.416723,,7002d9e9dd6c90744e706ff78aa188a7.html,text/html,utf-8
https://www.milenio.com/politica/colombia-y-eln-inician-segundo-dialogo-en-la-cdmx,41,,200,2023-04-02T15:25:27.382061,,d805a688aafce32f7173cfbe14da6994.html,text/html,utf-8
https://www.milenio.com/politica/amlo-pide-a-corcholatas-autolimitarse-y-no-cometer-excesos,18,,200,2023-04-02T15:25:28.045924,,1e6160241be7243a30d4ae8aef588365.html,text/html,utf-8
https://unamglobal.unam.mx/innovan-academicos-y-estudiantes-de-la-unam-en-plataformas-educativas/,59,,200,2023-04-02T15:25:28.548014,,4f53779893d5b86223a6ebedca5b10a3.html,text/html,utf-8
https://www.milenio.com/politica/comunidad/visa-americana-ya-no-sera-necesaria-la-entrevista-para-el-tramite,26,,200,2023-04-02T15:25:28.590307,,2e113027233c7e4fd134cd3799acabb2.html,text/html,utf-8
https://businessinsider.mx/cites-sanciona-mexico-no-cuidar-vaquita-marina_economia-politica/,98,,200,2023-04-02T15:25:28.850714,,1af8ff2c33e6db28824d10837b3ef3c4.html,text/html,utf-8
https://www.milenio.com/negocios/ip-eu-pide-fortalecer-comercio-america-norte,20,,200,2023-04-02T15:25:29.471897,,5dead1c79dac04eaa6097d1af5916815.html,text/html,utf-8
https://unamglobal.unam.mx/katia-garcia-sera-arbitra-central-en-la-copa-mundial-femenina-de-la-fifa/,74,,200,2023-04-02T15:25:29.508909,,dc8cb54f7137be81252fc8ebe46035ed.html,text/html,utf-8
https://www.milenio.com/politica/ley-malena-ataques-con-acido-en-que-consiste-la-iniciativa,37,,200,2023-04-02T15:25:30.263307,,343ca5071d521fa2f541362bb6c2e68a.html,text/html,utf-8
https://businessinsider.mx/ikea-celebra-latinoamerica-lanzamiento-coleccion-omsesidig_lifestyle/,92,,200,2023-04-02T15:25:30.328241,,d12224d5ca4d927bf87b9fe63421db22.html,text/html,utf-8
https://unamglobal.unam.mx/facebook-alerta-sobre-apps-que-roban-contrasenas-de-los-usuarios/,60,,200,2023-04-02T15:25:30.418725,,13cb80feee49c4fe215dc946a32f859a.html,text/html,utf-8
https://www.milenio.com/politica/amlo-presume-biden-zocalo-cdmx-campana-dolores,22,,200,2023-04-02T15:25:30.848181,,8f2880b0a128e30e152890d9e9f36daf.html,text/html,utf-8
https://unamglobal.unam.mx/mercado-para-desarrolladores-web-5-31-billones-de-personas-con-telefono-inteligente/,61,,200,2023-04-02T15:25:31.356999,,fe73b4c02c89ef20d8bc33df6dd8f22b.html,text/html,utf-8
https://www.milenio.com/negocios/inseguridad-cuesta-8-invesiones-mexico-american-asossiation,24,,200,2023-04-02T15:25:31.488785,,3896d8d290b2b603bdd84870d0ad95f3.html,text/html,utf-8
https://www.milenio.com/politica/amlo-destaca-campana-fentanilo-destruccion-laboratorios,23,,200,2023-04-02T15:25:32.102020,,1b3e0fba676ab852b25c6b00dc7413e5.html,text/html,utf-8
https://unamglobal.unam.mx/simulador-universitario-unico-en-su-tipo-en-el-mundo-capacita-para-microcirugias-cerebrales/,68,,200,2023-04-02T15:25:32.254733,,7bcbcfc0458de2e9bfa0a7437dde8a8a.html,text/html,utf-8
https://www.milenio.com/politica/monreal-guardia-nacional-deberia-destinada-municipios,27,,200,2023-04-02T15:25:32.731142,,3af9d502b4315edc4af6c470581a1c9a.html,text/html,utf-8
https://www.milenio.com/negocios/cargadores-rebasan-dinamismo-venta-autos-hibridos-electricos,28,,200,2023-04-02T15:25:33.406106,,e84571e0c6cbcf40b90bae9d8fc70339.html,text/html,utf-8
https://unamglobal.unam.mx/brasil-prohibe-vender-iphone-sin-cargador/,62,,200,2023-04-02T15:25:33.914777,,a2fda1c42c79571f51c731a5f2c3df87.html,text/html,utf-8
https://www.milenio.com/negocios/amcham-nombra-pedro-casas-vicepresidente-ejecutivo,29,,200,2023-04-02T15:25:33.972909,,ef01922aa762415be21f6739b9140890.html,text/html,utf-8
https://www.milenio.com/politica/inicia-exportacion-de-aguacate-michoacano-para-el-super-bowl,30,,200,2023-04-02T15:25:34.618598,,3240227ff0470dc0c34684bb24ab44a9.html,text/html,utf-8
https://www.milenio.com/negocios/presentan-programa-jovenes-construyendo-futuro-cancham,31,,200,2023-04-02T15:25:35.167846,,a7e7c00d7131df091330d79de900fed9.html,text/html,utf-8
https://unamglobal.unam.mx/el-ultimo-gran-tsunami-de-mexico-fue-en-1787/,63,,200,2023-04-02T15:25:35.247439,,b51bbc8b9a16a2f74284252647c1d16b.html,text/html,utf-8
https://www.milenio.com/politica/ine-analiza-probables-impactos-plan-amlo-elecciones,33,,200,2023-04-02T15:25:35.801508,,bccb9981ff4b84b0177713ff2cc57d20.html,text/html,utf-8
https://www.milenio.com/politica/politicos-empresarios-mandan-mensajes-apoyo-adan-augusto-lopez,34,,200,2023-04-02T15:25:36.428626,,c835289d6207028c1e2605da98d0c096.html,text/html,utf-8
https://unamglobal.unam.mx/juegos-interactivos-desplazan-preferencia-por-actividades-recreativas-incluso-sociofamiliares/,64,,200,2023-04-02T15:25:36.900394,,b372f738475c5f6d8d82802b59db87fb.html,text/html,utf-8
https://www.milenio.com/politica/multa-por-traficar-huevo-mexico-a-eu-esto-cuesta,36,,200,2023-04-02T15:25:36.963638,,1f123f40747600f2a5011483dd185780.html,text/html,utf-8
https://businessinsider.mx/companias-tecnologicas-estan-empeorando-sus-productos-a-proposito_tecnologia/,94,,200,2023-04-02T15:25:37.467256,,d1053e63c112a7c60163abc6445a20f4.html,text/html,utf-8
https://unamglobal.unam.mx/cuantas-civilizaciones-inteligentes-podrian-existir-en-la-via-lactea/,70,,200,2023-04-02T15:25:37.887127,,f2d3b83a5d87926440088ded49a2f31c.html,text/html,utf-8
https://www.milenio.com/negocios/financial-times/exportaciones-de-toneladas-de-aguacate-para-la-final-de-la-nfl,40,,200,2023-04-02T15:25:37.991441,,7bab0458a80f6a0f3bd57b4b91925614.html,text/html,utf-8
https://www.milenio.com/negocios/nace-asociacion-mexicana-data-centers-regulacion-sector,42,,200,2023-04-02T15:25:38.959584,,c662a3e6f6c110de5b75f75c41d70a2b.html,text/html,utf-8
https://www.milenio.com/negocios/beca-santander-curso-gratuito-aprender-excel,43,,200,2023-04-02T15:25:39.618220,,84816b44ea665845c163415632f718d1.html,text/html,utf-8
https://unamglobal.unam.mx/intensifican-la-unam-y-la-aem-investigacion-espacial/,65,,200,2023-04-02T15:25:39.803255,,133a17ede5176f3bf7d3087b3ae9ef61.html,text/html,utf-8
https://www.milenio.com/politica/ine-convertido-simbolo-resistencia-lorenzo-cordova,45,,200,2023-04-02T15:25:40.239111,,1059fd5989db91a4d8a1995110bde863.html,text/html,utf-8
https://unamglobal.unam.mx/internautas-requieren-capacitacion-para-prevenir-ciberataques/,66,,200,2023-04-02T15:25:40.854154,,2669ba77889bf10aa9d0dfed6bb574f6.html,text/html,utf-8
https://unamglobal.unam.mx/como-sera-la-tecnologia-espacial-en-20-anos/,69,,200,2023-04-02T15:25:42.133413,,1137fdbb0bd7082695069fb1b1d2f5d4.html,text/html,utf-8
https://unamglobal.unam.mx/puede-una-inteligencia-artificial-tener-conciencia-y-sentimientos/,67,,200,2023-04-02T15:25:43.865192,,38766070c98b75edd9c26120a5f68d3a.html,text/html,utf-8
https://unamglobal.unam.mx/telescopio-james-webb-una-maquina-del-tiempo-que-estudiara-el-origen-del-universo/,71,,200,2023-04-02T15:25:45.417480,,e60cce18271d6f894b04e18b8bd32a28.html,text/html,utf-8
https://unamglobal.unam.mx/el-origen-universitario-del-futbol-americano-en-mexico/,72,,200,2023-04-02T15:25:46.962338,,62202fc35d4c5bf840958eaa4bc91aea.html,text/html,utf-8
https://unamglobal.unam.mx/cinco-razones-por-las-que-nos-gusta-el-futbol/,75,,200,2023-04-02T15:25:47.868253,,47d5b81eb3a2a55c68de71ade79fd82d.html,text/html,utf-8
https://businessinsider.mx/como-representan-a-un-ceo-los-generadores-de-arte-de-ia-la-mayoria-de-las-veces-como-hombres-blancos/,95,,200,2023-04-02T15:25:49.092213,,0b817f47cd022916ce2aca61d7202583.html,text/html,utf-8
https://unamglobal.unam.mx/la-evolucion-del-balon-en-los-mundiales/,77,,200,2023-04-02T15:25:49.433225,,a3d1dace0cad93808a29c725fd3e0af9.html,text/html,utf-8
https://unamglobal.unam.mx/pueden-las-mujeres-y-hombres-practicar-futbol-juntos/,78,,200,2023-04-02T15:25:51.022532,,f736be390fad6fbb1981c0d891a7818c.html,text/html,utf-8
https://unamglobal.unam.mx/patriarcado-de-los-objetos/,80,,200,2023-04-02T15:25:52.604438,,a7ca43ef9bdfc92b9dfdf71f975064a1.html,text/html,utf-8
https://businessinsider.mx/elon-musk-1000-personas-piden-pausa-desarrollo-sistemas-ia_tecnologia/,96,,200,2023-04-02T15:25:58.987398,,1a4c4bb672e4413661b31aa11b5be941.html,text/html,utf-8
https://businessinsider.mx/tiktok-negocios-coyotes-consejos-salvan-vidas-migrantes_economia-politica/,99,,200,2023-04-02T15:26:13.581049,,aafe6fb77d7aabdf317cba784ac8f9a9.html,text/html,utf-8
https://businessinsider.mx/francia-pide-influencers-avisar-fotos-filtros-belleza_tecnologia/,97,,200,2023-04-02T15:26:29.953893,,9d6bfb30476dbd642d1a5aa1c1b0a298.html,text/html,utf-8
